cell,card,family,execution,completed_fits,completed_sft,completed_rft,completed_supervised,aborted_full_intent,self_sample_mix,elapsed_h,card_wall_h,cumulative_training_card_wall_h,training_steps,epochs,rows,decision,count_audited,audit_note,source
w02r04,exp-03,decode-config,completed,0,1,0,1,0,,2.05,0.1,1.66,,,49946.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-03.yaml
w02r04,exp-04,sft,completed,1,2,0,2,0,,2.2,2.0,3.66,2170,1,124946.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-04.yaml
w02r04,exp-05,rft,completed,1,2,1,3,1,True,5.35,1.15,4.81,890,1,54067.0,iterate,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-05.yaml
w02r04,exp-06,other,completed,0,2,1,3,0,,7.2,0.3,4.81,,,54067.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-06.yaml
w02r04,exp-07,merge,completed,0,2,1,3,0,,7.5,0.25,4.81,,,54067.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-07.yaml
w02r04,exp-08,other,completed,0,2,1,3,0,,7.75,0.2,4.81,,,54067.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-08.yaml
w02r05,exp-01,other,completed,0,0,0,0,0,,0.15,0.06,0.0,,,1.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-01.yaml
w02r05,exp-02,sft,completed,1,1,0,1,0,,0.5,1.39,1.39,3080,2,48009.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-02.yaml
w02r05,exp-03,decode-config,completed,0,1,0,1,0,,1.75,0.05,1.39,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-03.yaml
w02r05,exp-04,other,not_run,0,1,0,1,0,,3.65,0.0,1.39,,,1.0,abandon_line,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-04.yaml
w02r05,exp-05,rft,completed,1,1,1,2,0,,3.7,0.96,2.35,2123,1,67453.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-05.yaml
w02r05,exp-06,rft,completed,1,1,2,3,0,,4.5,2.29,4.64,5296,2,83346.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-06.yaml
w02r05,exp-07,merge,completed,0,1,2,3,0,,7.0,0.55,4.64,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-07.yaml
w02r05,exp-08,decode-config,completed,0,1,2,3,0,,7.6,0.09,4.64,,,1.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-08.yaml
w02r05,exp-09,merge,completed,0,1,2,3,0,,7.8,0.13,4.64,,,1.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/task/memory/cards/exp-09.yaml
w04r01,exp-01,other,completed,0,0,0,0,0,,0.05,0.12,0.0,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-01.yaml
w04r01,exp-02,sft,completed,1,1,0,1,0,,0.35,2.63,2.63,5310,2,84946.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-02.yaml
w04r01,exp-03,sft,completed,1,2,0,2,0,,3.4,0.77,3.4,469,1,15000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-03.yaml
w04r01,exp-04,decode-config,completed,0,2,0,2,0,,4.5,0.1,3.4,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-04.yaml
w04r01,exp-05,rft,completed,1,2,1,3,0,,5.05,1.3,4.7,783,1,25034.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-05.yaml
w04r01,exp-06,other,completed,0,2,1,3,0,,6.95,0.75,4.7,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-06.yaml
w04r01,exp-07,merge,completed,0,2,1,3,0,,7.75,0.55,4.7,,,1.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/task/memory/cards/exp-07.yaml
w04r02,exp-01,other,completed,0,0,0,0,0,,0.1,0.09,0.0,,,10.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-01.yaml
w04r02,exp-02,sft,completed,1,1,0,1,0,,0.3,1.32,1.32,902,1,112234.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-02.yaml
w04r02,exp-03,decode-config,completed,0,1,0,1,0,,1.9,0.13,1.32,,,112234.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-03.yaml
w04r02,exp-04,sft,completed,1,2,0,2,0,,2.0,2.29,3.61,1562,1,193592.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-04.yaml
w04r02,exp-05,merge,completed,0,2,0,2,0,,2.5,0.14,3.61,,,112234.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-05.yaml
w04r02,exp-06,rft,completed,1,2,1,3,0,,5.4,0.72,4.33,478,1,65105.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-06.yaml
w04r02,exp-07,other,completed,0,2,1,3,0,,6.3,0.19,4.33,,,65105.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-07.yaml
w04r02,exp-08,other,completed,0,2,1,3,0,,6.7,0.2,4.33,,,193592.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-08.yaml
w04r02,exp-09,sft,completed,1,3,1,4,0,,7.0,0.95,5.28,648,1,80000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/task/memory/cards/exp-09.yaml
w04r03,exp-01,other,completed,0,0,0,0,0,,0.1,0.08,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-01.yaml
w04r03,exp-02,sft,failed,0,0,0,0,1,False,0.9,0.24,0.24,49,1.0,162000.0,iterate,True,Formal full-intent run OOMs at ~50/2527 with no checkpoint; completed_fits0.,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-02.yaml
w04r03,exp-03,sft,killed,0,0,0,0,1,False,1.5,0.27,0.51,51,1.0,162000.0,iterate,True,Formal full-intent run deliberately killed at51/2227 for throughput diagnosis; completed_fits0.,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-03.yaml
w04r03,exp-04,sft,completed,1,1,0,1,0,,1.5,2.61,3.12,2227,1.0,162000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-04.yaml
w04r03,exp-05,rft,completed,1,1,1,2,0,,5.0,1.01,4.13,890,2.0,32336.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-05.yaml
w04r03,exp-06,merge,completed,0,1,1,2,0,,6.7,0.5,4.13,,,32336.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-06.yaml
w04r03,exp-07,sft,completed,1,2,1,3,0,,6.7,0.99,5.12,894,1.0,65000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/task/memory/cards/exp-07.yaml
w04r04,exp-01,other,completed,0,0,0,0,0,,0.2,0.06,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-01.yaml
w04r04,exp-02,decode-config,completed,0,0,0,0,0,,0.5,0.09,0.0,,,1.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-02.yaml
w04r04,exp-03,decode-config,completed,0,0,0,0,0,,0.6,0.09,0.0,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-03.yaml
w04r04,exp-04,sft,completed,1,1,0,1,0,,0.7,1.98,1.98,2327,1,167476.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-04.yaml
w04r04,exp-05,rft,completed,1,1,1,2,1,True,3.6,1.35,3.33,1598,1,115026.0,iterate,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-05.yaml
w04r04,exp-06,merge,completed,0,1,1,2,0,,5.6,0.62,3.33,,,883.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-06.yaml
w04r04,exp-07,rft,completed,1,1,2,3,0,,7.0,0.92,4.25,1108,1,79759.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/task/memory/cards/exp-07.yaml
w04r05,exp-01,decode-config,completed,0,0,0,0,0,,0.1,0.33,0.0,,,10.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-01.yaml
w04r05,exp-02,sft,completed,1,1,0,1,0,,1.0,1.93,1.93,2009,1.0,145919.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-02.yaml
w04r05,exp-03,decode-config,completed,0,1,0,1,0,,3.3,0.08,1.93,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-03.yaml
w04r05,exp-04,rft,completed,1,1,1,2,0,,3.6,0.89,2.82,943,1.0,68186.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-04.yaml
w04r05,exp-05,decode-config,completed,0,1,1,2,0,,4.7,0.42,2.82,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-05.yaml
w04r05,exp-06,rft,completed,1,1,2,3,0,,5.9,1.47,4.29,1557,1.0,112571.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-06.yaml
w04r05,exp-07,merge,completed,0,1,2,3,0,,7.9,0.28,4.29,,,500.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-07.yaml
w04r05,exp-08,decode-config,completed,0,1,2,3,0,,8.0,0.28,4.29,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/task/memory/cards/exp-08.yaml
w03r04,exp-01,other,completed,0,0,0,0,0,,0.2,0.05,0.0,,,200.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-01.yaml
w03r04,exp-02,sft,completed,1,1,0,1,0,,0.6,1.81,1.81,2022,1,66636.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-02.yaml
w03r04,exp-03,decode-config,completed,0,1,0,1,0,,2.6,0.25,1.81,,,200.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-03.yaml
w03r04,exp-04,sft,completed,1,2,0,2,0,,3.1,1.55,3.36,1587,1,52273.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-04.yaml
w03r04,exp-05,rft,completed,1,2,1,3,0,,5.1,1.05,4.41,1028,2,16899.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-05.yaml
w03r04,exp-06,other,completed,0,2,1,3,0,,6.5,0.75,4.41,,,200.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-06.yaml
w03r04,exp-07,merge,completed,0,2,1,3,0,,7.0,0.55,4.41,,,200.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-07.yaml
w03r04,exp-08,merge,completed,0,2,1,3,0,,7.6,0.5,4.41,,,200.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/task/memory/cards/exp-08.yaml
w01r01,exp-01,other,completed,0,0,0,0,0,,0.1,0.13,0.0,,,150.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-01.yaml
w01r01,exp-02,sft,completed,1,1,0,1,2,False,0.2,1.65,1.65,1873,1.0,100000.0,adopt,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-02.yaml
w01r01,exp-03,decode-config,completed,0,1,0,1,0,,2.3,0.25,1.65,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-03.yaml
w01r01,exp-04,sft,completed,1,2,0,2,0,,2.5,1.68,3.33,1873,1.0,222687.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-04.yaml
