cell,card,completed_supervised,completed_sft,family,n,score,evaluation_scope,final_judge_score,path
w09r01,exp-03,1,1,decode-config,150,0.7333,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150_repeat.json
w09r01,exp-04,2,2,sft,150,0.7533,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev150.json
w09r01,exp-04,2,2,sft,150,0.6933,declared_official,False,/home/ben/task/eval/exp-04_greedy2980_dev150.json
w09r01,exp-05,3,2,rft,150,0.7733,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
w09r01,exp-05,3,2,rft,500,0.79,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev500.json
w09r01,exp-05,3,2,rft,500,0.768,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev500.json
w09r01,exp-05,3,2,rft,150,0.7667,declared_official,False,/home/ben/task/eval/final_model_dev150.json
w09r01,exp-06,3,2,merge,150,0.7733,declared_official,False,/home/ben/task/eval/exp-06_soup3_dev150.json
w09r01,exp-06,3,2,merge,500,0.774,declared_official,False,/home/ben/task/eval/exp-06_soup3_dev500.json
w09r01,FINAL,3,2,official_final,1319,0.7657316148597423,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2_w09r01_formal_r9/gsm8k_google_gemma-3-4b-pt_91024/metrics.json
w09r02,exp-01,0,0,other,150,0.04666666666666667,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w09r02,exp-02,1,1,sft,150,0.6866666666666666,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w09r02,exp-02,1,1,sft,150,0.6533333333333333,declared_official,False,/home/ben/task/eval/exp-02_ck600_dev150.json
w09r02,exp-02,1,1,sft,150,0.6333333333333333,declared_official,False,/home/ben/task/eval/exp-02_ck400_dev150.json
w09r02,exp-02,1,1,sft,150,0.6133333333333333,declared_official,False,/home/ben/task/eval/exp-02_ck200_dev150.json
w09r02,exp-03,2,2,sft,150,0.7533333333333333,declared_official,False,/home/ben/task/eval/exp-03_final_dev150.json
w09r02,exp-04,3,2,rft,150,0.7666666666666667,declared_official,False,/home/ben/task/eval/exp-04_final_dev150.json
w09r02,exp-05,3,2,merge,500,0.774,declared_official,False,/home/ben/task/eval/exp-05_exp-04_n500.json
w09r02,exp-05,3,2,merge,500,0.762,declared_official,False,/home/ben/task/eval/exp-05_soup_n500.json
w09r02,exp-05,3,2,merge,500,0.756,declared_official,False,/home/ben/task/eval/exp-05_exp-03_n500.json
w09r02,exp-06,4,2,rft,500,0.756,declared_official,False,/home/ben/task/eval/exp-06_final_n500.json
w09r02,FINAL,4,2,official_final,1319,0.7445034116755117,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2_w09r02_formal_r9/gsm8k_google_gemma-3-4b-pt_91025/metrics.json
w09r03,exp-01,0,0,other,150,0.06,declared_official,False,/home/ben/task/eval/base_dev150.json
w09r03,exp-02,1,1,sft,150,0.6267,declared_official,False,/home/ben/task/eval/exp02_ep2_dev150.json
w09r03,exp-02,1,1,sft,150,0.5933,declared_official,False,/home/ben/task/eval/exp02_ep1_dev150.json
w09r03,exp-03,1,1,decode-config,150,0.7067,declared_official,False,/home/ben/task/eval/exp03_greedy_dev150.json
w09r03,exp-03,1,1,decode-config,150,0.7467,declared_official,False,/home/ben/task/eval/exp03_greedy_ep1_dev150.json
w09r03,exp-04,2,1,rft,150,0.6933,declared_official,False,/home/ben/task/eval/exp04_greedy_dev150.json
w09r03,exp-04,2,1,rft,150,0.6933,declared_official,False,/home/ben/task/eval/exp04_greedy_1110_dev150.json
w09r03,exp-05,3,2,sft,150,0.74,declared_official,False,/home/ben/task/eval/exp05_greedy_dev150.json
w09r03,exp-05,3,2,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp05_greedy_2850_dev150.json
w09r03,exp-06,3,2,merge,150,0.7267,declared_official,False,/home/ben/task/eval/exp06_soup_dev150.json
w09r03,exp-07,3,2,other,150,0.76,declared_official,False,/home/ben/task/eval/final_model_dev150.json
w09r03,exp-08,3,2,other,500,0.712,declared_official,False,/home/ben/task/eval/final_model_dev500.json
w09r03,exp-08,3,2,other,500,0.686,declared_official,False,/home/ben/task/eval/exp05_greedy_dev500.json
w09r03,FINAL,3,2,official_final,1319,0.6884003032600455,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2_w09r03_formal_r9/gsm8k_google_gemma-3-4b-pt_91026/metrics.json
w10r01,exp-01,0,0,other,150,0.06,declared_official,False,/home/ben/task/eval/base_dev150.json
w10r01,exp-02,1,1,sft,150,0.7067,declared_official,False,/home/ben/task/eval/exp02_dev150.json
w10r01,exp-03,2,2,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp03_dev150.json
w10r01,exp-04,3,2,rft,150,0.74,declared_official,False,/home/ben/task/eval/exp04_dev150.json
w10r01,exp-05,3,2,other,150,0.74,declared_official,False,/home/ben/task/eval/final_dev150.json
w10r01,exp-05,3,2,other,500,0.666,declared_official,False,/home/ben/task/eval/final_dev500.json
w10r01,exp-06,3,2,other,500,0.694,declared_official,False,/home/ben/task/eval/exp-03_best_dev500.json
w10r01,exp-06,3,2,other,500,0.692,declared_official,False,/home/ben/task/eval/exp-04_best381_dev500.json
w10r01,exp-06,3,2,other,500,0.68,declared_official,False,/home/ben/task/eval/exp-04_best350_dev500.json
w10r01,exp-06,3,2,other,500,0.666,declared_official,False,/home/ben/task/eval/final_dev500.json
w10r01,exp-07,3,2,merge,500,0.7,declared_official,False,/home/ben/task/eval/soup_final_dev500.json
w10r01,exp-08,3,2,other,1319,0.6983,declared_official,False,/home/ben/task/eval/soup_final_full.json
w10r01,exp-08,3,2,other,1319,0.674,declared_official,False,/home/ben/task/eval/exp-04_best_full.json
w10r01,FINAL,3,2,official_final,1319,0.6944655041698257,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r01_formal_r10/gsm8k_google_gemma-3-4b-pt_90982/metrics.json
w10r02,exp-01,0,0,other,150,0.04,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w10r02,exp-02,1,1,sft,150,0.6733,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w10r02,exp-02,1,1,sft,150,0.68,declared_official,False,/home/ben/task/eval/exp-02_ck650_dev150.json
w10r02,exp-03,2,1,rft,150,0.66,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
w10r02,exp-03,2,1,rft,150,0.6867,declared_official,False,/home/ben/task/eval/exp-03_ck1350_dev150.json
w10r02,exp-04,2,1,merge,500,0.71,declared_official,False,/home/ben/task/eval/exp-04_soup2_dev500.json
w10r02,exp-04,2,1,merge,500,0.694,declared_official,False,/home/ben/task/eval/exp-04_soup4_dev500.json
w10r02,exp-04,2,1,merge,500,0.688,declared_official,False,/home/ben/task/eval/exp-04_ck650_dev500.json
w10r02,exp-05,2,1,decode-config,500,0.686,declared_official,False,/home/ben/task/eval/exp-05_reppen_dev500.json
w10r02,exp-06,3,2,sft,500,0.738,declared_official,False,/home/ben/task/eval/exp-06_dev500.json
w10r02,exp-07,3,2,other,150,0.7267,declared_official,False,/home/ben/task/eval/exp-07_finalmodel_dev150.json
w10r02,FINAL,3,2,official_final,1319,0.7172100075815011,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r02_formal_r10/gsm8k_google_gemma-3-4b-pt_90983/metrics.json
w10r03,exp-01,0,0,other,150,0.08,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w10r03,exp-02,1,1,sft,150,0.58,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w10r03,exp-02,1,1,sft,150,0.5267,declared_official,False,/home/ben/task/eval/exp-02_ep1_dev150.json
w10r03,exp-03,1,1,decode-config,150,0.6933,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w10r03,exp-04,2,2,sft,150,0.74,declared_official,False,/home/ben/task/eval/exp-04_final_greedy_dev150.json
w10r03,exp-05,3,3,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-05_final_greedy_dev150.json
w10r03,exp-06,3,3,merge,150,0.6933,declared_official,False,/home/ben/task/eval/exp-06_soup0204_greedy_dev150.json
w10r03,exp-07,3,3,other,400,0.735,declared_official,False,/home/ben/task/eval/exp-07_B_exp05_greedy_dev400.json
w10r03,exp-07,3,3,other,400,0.705,declared_official,False,/home/ben/task/eval/exp-07_A_exp04_greedy_dev400.json
w10r03,exp-08,3,3,other,150,0.7133,declared_official,False,/home/ben/task/eval/exp-08_final_model_default.json
w10r03,exp-09,3,3,merge,400,0.725,declared_official,False,/home/ben/task/eval/exp-09_soup0405_greedy_dev400.json
w10r03,FINAL,3,3,official_final,1319,0.7194844579226687,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r03_formal_r10/gsm8k_google_gemma-3-4b-pt_90984/metrics.json
w10r04,exp-01,0,0,other,150,0.0267,declared_official,False,/home/ben/task/eval/base_dev150.json
w10r04,exp-02,1,1,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w10r04,exp-02,1,1,sft,150,0.7133,declared_official,False,/home/ben/task/eval/exp-02_dev150_c2.json
w10r04,exp-03,2,1,rft,1319,0.699,declared_official,False,/home/ben/task/eval/exp-03_full.json
w10r04,exp-03,2,1,rft,150,0.68,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
w10r04,exp-04,3,2,sft,1319,0.7134,declared_official,False,/home/ben/task/eval/exp-04_full.json
w10r04,exp-04,3,2,sft,150,0.707,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w10r04,exp-04,3,2,sft,1319,0.71,declared_official,False,/home/ben/task/eval/exp-04ep1_full.json
w10r04,exp-05,3,2,merge,1319,0.7134,declared_official,False,/home/ben/task/eval/exp-05_full.json
w10r04,exp-05,3,2,merge,150,0.7267,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w10r04,exp-06,4,3,sft,1319,0.7119,declared_official,False,/home/ben/task/eval/exp-06_full.json
w10r04,exp-06,4,3,sft,150,0.74,declared_official,False,/home/ben/task/eval/exp-06_dev150.json
w10r04,FINAL,4,3,official_final,1319,0.7225170583775588,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r04_formal_r10/gsm8k_google_gemma-3-4b-pt_90985/metrics.json
